3873,0
3625,0
3028,0
13814,0
15398,0
13244,0
2516,0
3008,0
2619,0
2525,0
7165,0
14439,0
11871,0
15542,0
8494,0
5076,0
9981,0
3358,0
14159,0
2084,0
12,0
5354,0
10231,0
9636,0
1145,0
15159,0
4974,0
4547,0
2365,0
461,0
5978,0
1328,0
4554,0
556,0
6028,0
2795,0
2298,0
12207,0
12163,0
1818,0
6785,0
10697,0
15268,0
10397,0
14101,0
1290,0
10018,0
1746,0
11479,0
3571,0
7958,0
5911,0
6861,0
13645,0
8174,0
11891,0
10154,0
2043,0
10612,0
4595,0
1785,0
10233,0
6171,0
1568,0
15071,0
4446,0
8485,0
8000,0
15332,0
6409,0
12804,0
13578,0
15233,0
16327,0
5499,0
16607,0
4558,0
4269,0
3069,0
3239,0
4003,0
14825,0
16622,0
11903,0
13006,0
7679,0
12239,0
10972,0
14682,0
4110,0
12892,0
16024,0
7256,0
5571,0
15564,0
16780,0
13724,0
6284,0
154,0
8377,0
10344,0
4036,0
2614,0
1156,0
13135,0
3567,0
14094,0
4408,0
14736,0
841,0
11594,0
6935,0
9721,0
10668,0
7141,0
6755,0
9260,0
2959,0
4627,0
16951,0
159,0
952,0
13353,0
9074,0
4011,0
11661,0
752,0
15996,0
9518,0
9512,0
13547,0
7277,0
8,0
654,0
16897,0
15213,0
8868,0
1569,0
16065,0
4583,0
5473,0
11213,0
13190,0
11692,0
275,0
9867,0
14882,0
14173,0
6114,0
14558,0
12999,0
1884,0
5344,0
2400,0
2253,0
8105,0
2805,0
10109,0
4129,0
12908,0
1086,0
142,0
13362,0
5063,0
13012,0
10339,0
5951,0
103,0
14292,0
4311,0
3158,0
12924,0
4897,0
3638,0
8876,0
13080,0
14959,0
9880,0
12768,0
3980,0
3126,0
12461,0
7563,0
2006,0
7635,0
12127,0
3520,0
11826,0
7272,0
10251,0
2457,0
15901,0
15060,0
10898,0
2610,0
8574,0
12589,0
13851,0
7227,0
12251,0
14869,0
2252,0
9391,0
10190,0
13718,0
5136,0
7511,0
16379,0
5283,0
7760,0
4965,0
9269,0
7279,0
8469,0
1894,0
15270,0
5490,0
3872,0
7049,0
2384,0
15123,0
3523,0
14287,0
14214,0
2241,0
16994,0
9503,0
5560,0
5918,0
15614,0
15748,0
10037,0
1992,0
15904,0
9480,0
10592,0
4336,0
9129,0
44,0
11226,0
1392,0
16307,0
7254,0
13441,0
11658,0
15010,0
3153,0
7475,0
2122,0
3585,0
1124,0
4343,0
16890,0
499,0
791,0
51,0
4701,0
4872,0
489,0
9528,0
13949,0
8269,0
6338,0
13792,0
1846,0
1310,0
13092,0
2791,0
1352,0
7148,0
9617,0
13053,0
11254,0
3909,0
12000,0
13223,0
12015,0
15183,0
14201,0
252,0
5825,0
8399,0
4853,0
5105,0
13112,0
15043,0
5492,0
3055,0
14436,0
12447,0
9737,0
6768,0
3388,0
10117,0
5528,0
10564,0
1204,0
5609,0
2509,0
15513,0
1182,0
7815,0
6361,0
14679,0
2351,0
12044,0
8731,0
16877,0
8879,0
10371,0
1919,0
3459,0
12182,0
11972,0
5274,0
16996,0
15454,0
7123,0
13552,0
11066,0
1624,0
7639,0
5601,0
5868,0
7842,0
8998,0
9506,0
8791,0
5804,0
6908,0
10403,0
10960,0
5120,0
8214,0
8482,0
7821,0
16290,0
9559,0
5527,0
11188,0
9947,0
10965,0
9451,0
11706,0
14339,0
15482,0
663,0
6893,0
9267,0
5916,0
15406,0
6303,0
11311,0
10880,0
8578,0
12184,0
4390,0
1018,0
12838,0
9062,0
6910,0
11484,0
5186,0
4435,0
16031,0
9470,0
2948,0
13222,0
6996,0
10333,0
12210,0
3120,0
13753,0
3948,0
9426,0
12371,0
13373,0
5057,0
1482,0
15031,0
8182,0
14196,0
7117,0
3472,0
15883,0
3269,0
9634,0
5771,0
7182,0
8619,0
13570,0
7082,0
380,0
6753,0
11386,0
4228,0
9761,0
5849,0
48,0
16186,0
7948,0
9138,0
1984,0
2956,0
14909,0
768,0
13579,0
14345,0
3793,0
13319,0
2092,0
212,0
7890,0
7157,0
16223,0
7298,0
763,0
548,0
7693,0
1583,0
15261,0
4456,0
15067,0
4067,0
11323,0
1727,0
14947,0
7402,0
12964,0
13850,0
2570,0
12743,0
5775,0
15135,0
5991,0
5979,0
7520,0
12986,0
8560,0
6138,0
16352,0
14648,0
7989,0
16850,0
5838,0
1957,0
9333,0
15555,0
11419,0
1854,0
3116,0
9575,0
10700,0
7535,0
2192,0
13308,0
18,0
13905,0
7955,0
3487,0
2891,0
2763,0
8820,0
8491,0
124,0
11289,0
8402,0
3253,0
10326,0
13093,0
13104,0
974,0
10667,0
591,0
1013,0
7292,0
15373,0
12123,0
1794,0
4144,0
624,0
9416,0
3943,0
9656,0
10763,0
13091,0
4661,0
1657,0
766,0
4374,0
13935,0
578,0
9932,0
11923,0
5201,0
12898,0
13789,0
5924,0
13215,0
14631,0
7715,0
10495,0
8111,0
2402,0
8652,0
10831,0
14686,0
4066,0
536,0
12094,0
10101,0
13352,0
14976,0
4752,0
2573,0
11091,0
3010,0
8584,0
2332,0
13207,0
11927,0
5315,0
6292,0
15259,0
16879,0
1707,0
4493,0
8354,0
4114,0
16522,0
16294,0
4136,0
10149,0
12971,0
8227,0
6792,0
13589,0
12758,0
1425,0
8013,0
449,0
9997,0
5587,0
6595,0
1752,0
14873,0
5419,0
10252,0
13164,0
13582,0
11559,0
11847,0
4139,0
13117,0
15804,0
14748,0
12104,0
4874,0
1377,0
3277,0
214,0
15504,0
8006,0
424,0
12976,0
14380,0
7712,0
382,0
10537,0
2767,0
15851,0
4532,0
4857,0
15351,0
9977,0
1889,0
11159,0
8488,0
14907,0
2536,0
8805,0
13187,0
575,0
8664,0
4711,0
12866,0
2839,0
14375,0
14308,0
2818,0
13456,0
6973,0
989,0
16011,0
8115,0
6699,0
10798,0
335,0
15873,0
1956,0
11377,0
1358,0
5697,0
3197,0
664,0
1523,0
4708,0
381,0
1495,0
3733,0
10011,0
3864,0
7449,0
15050,0
16970,0
12319,0
12412,0
12430,0
4582,0
11005,0
7804,0
14449,0
10104,0
16624,0
9578,0
10985,0
9224,0
13087,0
12928,0
9701,0
14451,0
14002,0
4911,0
15951,0
3735,0
16515,0
9301,0
1187,0
1143,0
8163,0
14654,0
13342,0
775,0
10243,0
10674,0
13248,0
3444,0
13654,0
2585,0
4298,0
11363,0
10507,0
5095,0
2111,0
6213,0
3432,0
10964,0
2095,0
16280,0
7044,0
9442,0
7286,0
6725,0
561,0
3341,0
9995,0
7149,0
11199,0
5424,0
8531,0
9197,0
16770,0
1847,0
8327,0
15802,0
8297,0
4719,0
1274,0
15877,0
1298,0
4166,0
503,0
9351,0
4422,0
14238,0
1921,0
8165,0
1861,0
8522,0
11021,0
402,0
14227,0
452,0
13434,0
13462,0
577,0
13925,0
6557,0
845,0
6304,0
12919,0
8103,0
2054,0
519,0
15575,0
8224,0
6737,0
1418,0
10342,0
5654,0
12896,0
14327,0
7331,0
6761,0
9573,0
5777,0
3515,0
6270,0
10906,0
10208,0
9277,0
12442,0
11343,0
7107,0
6784,0
6346,0
16418,0
8425,0
16882,0
2200,0
2676,0
16115,0
9550,0
1829,0
9967,0
233,0
12092,0
4563,0
16601,0
3144,0
15659,0
15459,0
1797,0
5172,0
9185,0
5566,0
379,0
13525,0
9780,0
12321,0
651,0
1586,0
12985,0
4507,0
9271,0
15856,0
14138,0
9452,0
1191,0
6983,0
13881,0
16965,0
12823,0
13577,0
13815,0
2031,0
5889,0
65,0
5476,0
3932,0
15073,0
9924,0
2310,0
5002,0
12671,0
16209,0
8344,0
15476,0
11806,0
971,0
12052,0
8031,0
16908,0
11606,0
10332,0
16041,0
14854,0
12159,0
5232,0
7740,0
8251,0
10622,0
223,0
1952,0
8369,0
8709,0
2641,0
3725,0
15150,0
3546,0
16234,0
10896,0
14816,0
3782,0
1915,0
16575,0
15388,0
1195,0
629,0
7950,0
5843,0
15593,0
5472,0
13872,0
10432,0
13995,0
3572,0
13321,0
431,0
11362,0
4999,0
14564,0
9238,0
9328,0
9670,0
14565,0
641,0
11083,0
8062,0
13413,0
5023,0
3160,0
15156,0
6901,0
3161,0
13460,0
4097,0
8935,0
4603,0
5625,0
1096,0
3184,0
4520,0
230,0
14638,0
4617,0
12616,0
6275,0
13945,0
11361,0
12143,0
15549,0
8520,0
74,0
1003,0
8462,0
11193,0
3213,0
7077,0
1541,0
1378,0
14465,0
11340,0
13830,0
11641,0
13394,0
11047,0
6204,0
3928,0
4691,0
7079,0
7212,0
7487,0
3410,0
11626,0
11172,0
3048,0
6161,0
11249,0
3439,0
9064,0
6704,0
9770,0
15142,0
13041,0
8090,0
2724,0
278,0
3641,0
3020,0
8754,0
8933,0
10764,0
10271,0
6476,0
10187,0
4787,0
1103,0
4391,0
16565,0
10827,0
3424,0
6088,0
8510,0
3198,0
7527,0
4436,0
12746,0
3870,0
5459,0
7005,0
15557,0
1993,0
12833,0
6821,0
12596,0
10476,0
12623,0
11279,0
2917,0
11282,0
8981,0
16708,0
3629,0
9491,0
11704,0
6882,0
6999,0
7588,0
13027,0
14211,0
15419,0
1783,0
16894,0
3639,0
486,0
3291,0
15070,0
9368,0
11915,0
221,0
3689,0
632,0
11591,0
10015,0
11038,0
2813,0
11600,0
15294,0
9844,0
13320,0
7004,0
2190,0
3914,0
12633,0
3990,0
15598,0
16437,0
7977,0
4410,0
15021,0
7143,0
7805,0
4602,0
4148,0
13039,0
8732,0
6295,0
7908,0
2670,0
6203,0
308,0
14263,0
15693,0
11545,0
11882,0
5061,0
14718,0
10409,0
10625,0
7911,0
9229,0
261,0
4855,0
14323,0
12911,0
8268,0
4502,0
1172,0
10659,0
13976,0
1540,0
10458,0
5606,0
8782,0
12649,0
5557,0
12340,0
14231,0
9830,0
2576,0
12783,0
496,0
8862,0
16536,0
12277,0
7069,0
15154,0
13903,0
11236,0
7660,0
14460,0
8746,0
12255,0
2267,0
13384,0
16264,0
406,0
10598,0
11851,0
14187,0
6804,0
10759,0
8430,0
7793,0
9652,0
6501,0
16427,0
8827,0
13174,0
5845,0
8484,0
2060,0
10214,0
16177,0
15227,0
10171,0
9061,0
7043,0
3265,0
4012,0
15911,0
13113,0
15663,0
6748,0
8050,0
15706,0
11163,0
713,0
9646,0
13044,0
6423,0
13988,0
1514,0
5968,0
14088,0
11154,0
8432,0
6925,0
6952,0
9851,0
9966,0
13870,0
16373,0
6017,0
12278,0
6878,0
12516,0
13165,0
10864,0
15011,0
1017,0
6520,0
13698,0
1476,0
8253,0
6648,0
5933,0
2052,0
4401,0
9432,0
2517,0
11541,0
2185,0
3336,0
579,0
9917,0
5687,0
9729,0
2952,0
8370,0
1069,0
2869,0
4655,0
8264,0
4024,0
5268,0
9561,0
16490,0
7699,0
7364,0
12832,0
15080,0
1334,0
5863,0
14332,0
5380,0
12693,0
619,0
13070,0
15280,0
1090,0
3719,0
12529,0
1603,0
13779,0
1194,0
15676,0
13397,0
5773,0
15079,0
1553,0
4171,0
15758,0
14205,0
14587,0
7583,0
14629,0
7491,0
14818,0
9398,0
4026,0
9454,0
4721,0
6969,0
1283,0
538,0
547,0
10462,0
4692,0
16578,0
5428,0
5495,0
16256,0
14029,0
6677,0
10774,0
3402,0
6875,0
8971,0
1427,0
2090,0
9610,0
5975,0
9640,0
8380,0
3710,0
5963,0
15136,0
927,0
2749,0
8466,0
2448,0
10048,0
16629,0
643,0
13026,0
3037,0
14984,0
16789,0
13574,0
5291,0
321,0
14176,0
12235,0
13800,0
7899,0
1303,0
13891,0
6493,0
1817,0
9136,0
16240,0
5108,0
8171,0
6297,0
3093,0
3899,0
10322,0
7530,0
5634,0
978,0
13296,0
6510,0
11219,0
14011,0
5753,0
16399,0
2468,0
7749,0
14692,0
13933,0
5938,0
1844,0
4637,0
8202,0
2049,0
1136,0
11462,0
12510,0
6655,0
13150,0
3675,0
11411,0
8833,0
1972,0
8173,0
12583,0
6807,0
11744,0
12836,0
9890,0
15238,0
2128,0
11754,0
574,0
5437,0
5350,0
9856,0
9010,0
10575,0
3849,0
13285,0
13967,0
15776,0
12223,0
